非：├─ 车辆轨迹点  carid:12032 | 里程:1122682 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04415130615234,30.92347526550293 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+682.5 | 航向角: 173.86281
非：├─ 车辆轨迹点  carid:11984 | 里程:1125158 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂ALL315 (颜色:2) | 坐标: 114.04414367675781,30.89247703552246 | 速度: 46.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+158.5 | 航向角: 197.3559
非：├─ 车辆轨迹点  carid:11985 | 里程:1125350 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A7VR71 (颜色:9) | 坐标: 114.0435791015625,30.89081573486328 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+350.5 | 航向角: 197.39578
非：├─ 车辆轨迹点  carid:11990 | 里程:1125094 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EZRC7R (颜色:6) | 坐标: 114.0443344116211,30.89303207397461 | 速度: 59.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+94.5 | 航向角: 197.3675
非：├─ 车辆轨迹点  carid:11991 | 里程:1124055 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E0GE61 (颜色:1) | 坐标: 114.04642486572266,30.902202606201172 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+55 | 航向角: 184.73515
非：├─ 车辆轨迹点  carid:11996 | 里程:1124296 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AAD5A6 (颜色:0) | 坐标: 114.04617309570312,30.900041580200195 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+296 | 航向角: 188.2963
非：├─ 车辆轨迹点  carid:11997 | 里程:1123983 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A91LTW (颜色:0) | 坐标: 114.04646301269531,30.902847290039062 | 速度: 40.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+983.5 | 航向角: 183.80829
非：├─ 车辆轨迹点  carid:12002 | 里程:1124193 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B40441 (颜色:0) | 坐标: 114.04630279541016,30.900962829589844 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+193 | 航向角: 186.78241
非：├─ 车辆轨迹点  carid:12003 | 里程:1123914 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B2979T (颜色:6) | 坐标: 114.04649353027344,30.903467178344727 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+914.5 | 航向角: 182.79082
非：├─ 车辆轨迹点  carid:12008 | 里程:1123744 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EUYY8L (颜色:0) | 坐标: 114.04651641845703,30.904998779296875 | 速度: 64.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+744.5 | 航向角: 180.5131
非：├─ 车辆轨迹点  carid:12009 | 里程:1123245 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E584G8 (颜色:3) | 坐标: 114.04615783691406,30.909486770629883 | 速度: 42.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+245 | 航向角: 174.27887
非：├─ 车辆轨迹点  carid:12014 | 里程:1123667 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E5E6IE (颜色:0) | 坐标: 114.04650115966797,30.90569305419922 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+667.5 | 航向角: 179.28522
非：├─ 车辆轨迹点  carid:12015 | 里程:1123173 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E7G41R (颜色:1) | 坐标: 114.04606628417969,30.910127639770508 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+173.5 | 航向角: 173.86885
非：├─ 车辆轨迹点  carid:12016 | 里程:1122214 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E994F7 (颜色:0) | 坐标: 114.04386138916016,30.927688598632812 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+214.5 | 航向角: 2.113213
非：├─ 车辆轨迹点  carid:12017 | 里程:1121917 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A4VL7M (颜色:2) | 坐标: 114.0440902709961,30.930368423461914 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+917 | 航向角: 8.027817
非：├─ 车辆轨迹点  carid:12018 | 里程:1123206 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A8E297 (颜色:0) | 坐标: 114.04610443115234,30.909835815429688 | 速度: 44.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+206 | 航向角: 174.0482
非：├─ 车辆轨迹点  carid:12020 | 里程:1122856 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A99E04 (颜色:1) | 坐标: 114.04437255859375,30.921920776367188 | 速度: 45.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+856 | 航向角: 173.86847
非：├─ 车辆轨迹点  carid:12021 | 里程:1122971 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B525Y0 (颜色:0) | 坐标: 114.04452514648438,30.92089080810547 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+971 | 航向角: 173.8728
非：├─ 车辆轨迹点  carid:12022 | 里程:1122440 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A6DO11 (颜色:0) | 坐标: 114.04391479492188,30.925649642944336 | 速度: 41.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+440.5 | 航向角: 357.1009
非：├─ 车辆轨迹点  carid:12023 | 里程:1122040 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AM7920 (颜色:1) | 坐标: 114.0439682006836,30.929262161254883 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+40 | 航向角: 5.745689
非：├─ 车辆轨迹点  carid:12026 | 里程:1122763 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EFC0P3 (颜色:2) | 坐标: 114.04425811767578,30.922754287719727 | 速度: 40.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+763 | 航向角: 173.89996
非：├─ 车辆轨迹点  carid:12027 | 里程:1122898 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E25B3LW (颜色:4) | 坐标: 114.04442596435547,30.921545028686523 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+898 | 航向角: 173.90999
非：├─ 车辆轨迹点  carid:12028 | 里程:1122507 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E9S920 (颜色:0) | 坐标: 114.0439682006836,30.925045013427734 | 速度: 69.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+507.5 | 航向角: 356.22342
非：├─ 车辆轨迹点  carid:12029 | 里程:1122374 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A788H3 (颜色:0) | 坐标: 114.04387664794922,30.926244735717773 | 速度: 64.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+374.5 | 航向角: 358.96277
非：├─ 车辆轨迹点  carid:12030 | 里程:1122974 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E81746 (颜色:0) | 坐标: 114.04452514648438,30.920860290527344 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+974.5 | 航向角: 173.91835

===================next news===================
辆轨迹点  carid:11900 | 里程:0 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AFI30V (颜色:3) | 坐标: 114.03528,30.851059 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 171.80934
非：├─ 车辆轨迹点  carid:11901 | 里程:0 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂BJ1H40 (颜色:0) | 坐标: 114.034584,30.858566 | 速度: 52.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 181.19518
非：├─ 车辆轨迹点  carid:11906 | 里程:0 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B247T06 (颜色:4) | 坐标: 114.034546,30.85784 | 速度: 63.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 180.11487
非：├─ 车辆轨迹点  carid:11907 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E22AY6 (颜色:2) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 188.00327
非：├─ 车辆轨迹点  carid:11912 | 里程:0 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AB5985 (颜色:0) | 坐标: 114.03454,30.858498 | 速度: 54.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 181.11794
非：├─ 车辆轨迹点  carid:11913 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AC3115 (颜色:9) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 188.9008
非：├─ 车辆轨迹点  carid:11918 | 里程:0 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AIO3F5 (颜色:5) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 58.0 km/h | 车道: 0 | 方向: 0 | 桩号: K1126+524.5 | 航向角: 182.0581
非：├─ 车辆轨迹点  carid:11919 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E875SF (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 54.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 190.03116
非：├─ 车辆轨迹点  carid:11924 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E04M44 (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 69.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 195.0165
非：├─ 车辆轨迹点  carid:11925 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B88G9M (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.46071
非：├─ 车辆轨迹点  carid:11930 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B91727 (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 195.93523
非：├─ 车辆轨迹点  carid:11931 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EA8U86 (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.29344
非：├─ 车辆轨迹点  carid:11936 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AK9197 (颜色:6) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.00017
非：├─ 车辆轨迹点  carid:11937 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E65P05 (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 67.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.3218
非：├─ 车辆轨迹点  carid:11942 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A8299Y (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 58.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.43393
非：├─ 车辆轨迹点  carid:11943 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂BP93N5 (颜色:1) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 69.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.31104
非：├─ 车辆轨迹点  carid:11948 | 里程:1126524 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B3C588 (颜色:0) | 坐标: 114.04011535644531,30.880657196044922 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+524.5 | 航向角: 197.34283
非：├─ 车辆轨迹点  carid:11949 | 里程:1126515 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B16489 (颜色:1) | 坐标: 114.0401382446289,30.880739212036133 | 速度: 61.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+515 | 航向角: 197.39104
非：├─ 车辆轨迹点  carid:11954 | 里程:1126318 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂BLUBUT (颜色:2) | 坐标: 114.04072570800781,30.882444381713867 | 速度: 40.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+318 | 航向角: 197.30092
非：├─ 车辆轨迹点  carid:11955 | 里程:1126449 | 时间：2025-03-21 22:11:25:398 | 车牌: 京E42295C (颜色:4) | 坐标: 114.04033660888672,30.881305694580078 | 速度: 64.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+449.5 | 航向角: 197.36147
非：├─ 车辆轨迹点  carid:11960 | 里程:1126246 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂ED2L3N (颜色:5) | 坐标: 114.04093170166016,30.883068084716797 | 速度: 73.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+246 | 航向角: 197.42923
非：├─ 车辆轨迹点  carid:11961 | 里程:1126384 | 时间：2025-03-21 22:11:25:398 | 车牌: 京EL18733 (颜色:4) | 坐标: 114.04052734375,30.881872177124023 | 速度: 67.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+384 | 航向角: 197.42314
非：├─ 车辆轨迹点  carid:11966 | 里程:1126173 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B4G27K (颜色:0) | 坐标: 114.04115295410156,30.88369369506836 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1126+173.5 | 航向角: 197.28494
非：├─ 车辆轨迹点  carid:11967 | 里程:1126320 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B4Z535W (颜色:4) | 坐标: 114.04071807861328,30.882423400878906 | 速度: 38.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+320.5 | 航向角: 197.2949
非：├─ 车辆轨迹点  carid:11972 | 里程:1125676 | 时间：2025-03-21 22:11:25:398 | 车牌: 豫B16VN6L (颜色:4) | 坐标: 114.04261779785156,30.887998580932617 | 速度: 54.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+676 | 航向角: 197.39238
非：├─ 车辆轨迹点  carid:11973 | 里程:1126027 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B3X33A (颜色:5) | 坐标: 114.04158020019531,30.88496208190918 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1126+27 | 航向角: 197.41396
非：├─ 车辆轨迹点  carid:11976 | 里程:1125385 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EU695J (颜色:0) | 坐标: 114.04347229003906,30.890512466430664 | 速度: 49.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+385.5 | 航向角: 197.395
非：├─ 车辆轨迹点  carid:11978 | 里程:1125246 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A5E9H0 (颜色:0) | 坐标: 114.04388427734375,30.89171600341797 | 速度: 72.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+246.5 | 航向角: 197.27939
非：├─ 车辆轨迹点  carid:11979 | 里程:1125425 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B7619Q (颜色:0) | 坐标: 114.0433578491211,30.89017105102539 | 速度: 45.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+425 | 航向角: 197.37401
非：├─ 车辆轨迹点  carid:11984 | 里程:1125158 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂ALL315 (颜色:2) | 坐标: 114.04414367675781,30.89247703552246 | 速度: 46.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+158.5 | 航向角: 197.3559
非：├─ 车辆轨迹点  carid:11985 | 里程:1125350 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A7VR71 (颜色:9) | 坐标: 114.0435791015625,30.89081573486328 | 速度: 58.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1125+350.5 | 航向角: 197.39578
非：├─ 车辆轨迹点  carid:11990 | 里程:1125094 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EZRC7R (颜色:6) | 坐标: 114.0443344116211,30.89303207397461 | 速度: 59.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1125+94.5 | 航向角: 197.3675
非：├─ 车辆轨迹点  carid:11991 | 里程:1124055 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E0GE61 (颜色:1) | 坐标: 114.04642486572266,30.902202606201172 | 速度: 48.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1124+55 | 航向角: 184.73515
非：├─ 车辆轨迹点  carid:11996 | 里程:1124296 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AAD5A6 (颜色:0) | 坐标: 114.04617309570312,30.900041580200195 | 速度: 51.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+296 | 航向角: 188.2963
非：├─ 车辆轨迹点  carid:11997 | 里程:1123983 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A91LTW (颜色:0) | 坐标: 114.04646301269531,30.902847290039062 | 速度: 40.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+983.5 | 航向角: 183.80829
非：├─ 车辆轨迹点  carid:12002 | 里程:1124193 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B40441 (颜色:0) | 坐标: 114.04630279541016,30.900962829589844 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1124+193 | 航向角: 186.78241
非：├─ 车辆轨迹点  carid:12003 | 里程:1123914 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B2979T (颜色:6) | 坐标: 114.04649353027344,30.903467178344727 | 速度: 50.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+914.5 | 航向角: 182.79082
非：├─ 车辆轨迹点  carid:12008 | 里程:1123744 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EUYY8L (颜色:0) | 坐标: 114.04651641845703,30.904998779296875 | 速度: 64.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+744.5 | 航向角: 180.5131
非：├─ 车辆轨迹点  carid:12009 | 里程:1123245 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E584G8 (颜色:3) | 坐标: 114.04615783691406,30.909486770629883 | 速度: 42.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+245 | 航向角: 174.27887
非：├─ 车辆轨迹点  carid:12014 | 里程:1123667 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E5E6IE (颜色:0) | 坐标: 114.04650115966797,30.90569305419922 | 速度: 56.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+667.5 | 航向角: 179.28522
非：├─ 车辆轨迹点  carid:12015 | 里程:1123173 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E7G41R (颜色:1) | 坐标: 114.04606628417969,30.910127639770508 | 速度: 46.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1123+173.5 | 航向角: 173.86885
非：├─ 车辆轨迹点  carid:12016 | 里程:1122214 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E994F7 (颜色:0) | 坐标: 114.04386138916016,30.927688598632812 | 速度: 43.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+214.5 | 航向角: 2.113213
非：├─ 车辆轨迹点  carid:12017 | 里程:1121917 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A4VL7M (颜色:2) | 坐标: 114.0440902709961,30.930368423461914 | 速度: 49.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1121+917 | 航向角: 8.027817
非：├─ 车辆轨迹点  carid:12018 | 里程:1123206 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A8E297 (颜色:0) | 坐标: 114.04610443115234,30.909835815429688 | 速度: 44.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1123+206 | 航向角: 174.0482
非：├─ 车辆轨迹点  carid:12020 | 里程:1122856 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A99E04 (颜色:1) | 坐标: 114.04437255859375,30.921920776367188 | 速度: 45.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+856 | 航向角: 173.86847
非：├─ 车辆轨迹点  carid:12021 | 里程:1122971 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂B525Y0 (颜色:0) | 坐标: 114.04452514648438,30.92089080810547 | 速度: 41.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+971 | 航向角: 173.8728
非：├─ 车辆轨迹点  carid:12022 | 里程:1122440 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A6DO11 (颜色:0) | 坐标: 114.04391479492188,30.925649642944336 | 速度: 41.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+440.5 | 航向角: 357.1009
非：├─ 车辆轨迹点  carid:12023 | 里程:1122040 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂AM7920 (颜色:1) | 坐标: 114.0439682006836,30.929262161254883 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+40 | 航向角: 5.745689
非：├─ 车辆轨迹点  carid:12026 | 里程:1122763 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂EFC0P3 (颜色:2) | 坐标: 114.04425811767578,30.922754287719727 | 速度: 40.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+763 | 航向角: 173.89996
非：├─ 车辆轨迹点  carid:12027 | 里程:1122898 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E25B3LW (颜色:4) | 坐标: 114.04442596435547,30.921545028686523 | 速度: 53.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+898 | 航向角: 173.90999
非：├─ 车辆轨迹点  carid:12028 | 里程:1122507 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E9S920 (颜色:0) | 坐标: 114.0439682006836,30.925045013427734 | 速度: 69.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+507.5 | 航向角: 356.22342
非：├─ 车辆轨迹点  carid:12029 | 里程:1122374 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂A788H3 (颜色:0) | 坐标: 114.04387664794922,30.926244735717773 | 速度: 64.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+374.5 | 航向角: 358.96277
非：├─ 车辆轨迹点  carid:12030 | 里程:1122974 | 时间：2025-03-21 22:11:25:398 | 车牌: 鄂E81746 (颜色:0) | 坐标: 114.04452514648438,30.920860290527344 | 速度: 52.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+974.5 | 航向角: 173.91835

===================next news===================
非：├─ 车辆轨迹点  carid:12032 | 里程:1122685 | 时间：2025-03-21 22:11:25:738 | 车牌: 鄂EAB7812 (颜色:4) | 坐标: 114.04415893554688,30.92344856262207 | 速度: 55.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+685.5 | 航向角: 174.23839
非：├─ 车辆轨迹点  carid:12033 | 里程:1122764 | 时间：2025-03-21 22:11:25:738 | 车牌: 鄂AN9766 (颜色:0) | 坐标: 114.04425811767578,30.922740936279297 | 速度: 57.0 km/h | 车道: 2 | 方向: 1 | 桩号: K1122+764.5 | 航向角: 173.91171
非：├─ 车辆轨迹点  carid:12034 | 里程:1122594 | 时间：2025-03-21 22:11:25:738 | 车牌: 鄂BS51N5 (颜色:5) | 坐标: 114.04405975341797,30.92426872253418 | 速度: 54.0 km/h | 车道: 3 | 方向: 2 | 桩号: K1122+594 | 航向角: 355.0602
非：├─ 车辆轨迹点  carid:12035 | 里程:1122447 | 时间：2025-03-21 22:11:25:738 | 车牌: 鄂EA813K (颜色:0) | 坐标: 114.0439224243164,30.925586700439453 | 速度: 59.0 km/h | 车道: 4 | 方向: 2 | 桩号: K1122+447.5 | 航向角: 357.448
非：├─ 车辆轨迹点  carid:12038 | 里程:1122153 | 时间：2025-03-21 22:11:25:738 | 车牌: 鄂A6662L (颜色:0) | 坐标: 114.04388427734375,30.92824363708496 | 速度: 47.0 km/h | 车道: 1 | 方向: 1 | 桩号: K1122+153 | 航向角: 173.80014
